query,document,label
formas de usar aceite esencial de incienso para la relajación,"Puede comprar aceites esenciales directamente de mí yendo aquí. La mejor manera de agregar el aceite esencial para el beneficio de la planta vegetal o frutal es agregar el aceite al agua. Puede mezclar 6 gotas del aceite esencial complementario en 2 galones de agua tibia y luego dejar que se enfríe. Llene su recipiente de riego hasta la mitad con el agua del aceite esencial, luego cúbralo con agua fría, revuelva nuevamente y riegue como de costumbre. Los aceites esenciales no son solo para repeler criaturas no deseadas de su jardín.",0
que es el general,"Socio general. Socio general es una persona que se une con al menos otra persona para formar un negocio. Un socio general tiene la responsabilidad de las acciones de la empresa, puede vincular legalmente a la empresa y es personalmente responsable de todas las deudas y obligaciones de la empresa. DEFINICIÓN DE 'SOCIO GENERAL'.",0
¿Cuánto cuesta llenar una cavidad?,"El mediastino es la sección media de la cavidad torácica. La cavidad torácica contiene los pulmones izquierdo y derecho, que se encuentran a ambos lados del corazón. El corazón está contenido en la porción del tórax conocida como mediastino. El mediastino es la sección media de la cavidad torácica. La cavidad torácica contiene los pulmones izquierdo y derecho, que se encuentran a ambos lados del corazón.",0
buena fuente alimenticia de magnesio,"Información nutricional de las almendras. Las almendras están repletas de vitaminas esenciales E y vitamina B2. Estos deliciosos frutos secos también son una buena fuente de minerales manganeso, magnesio, triptófano, cobre y fósforo. Las almendras también contienen calcio, selenio, potasio, zinc y hierro.",0
es la oficina de correos propiedad del gobierno,"Al comprar moneda en la oficina de correos, puede realizar su pedido con hasta cinco días de anticipación para la entrega gratuita al día siguiente en su oficina de correos local para la recolección en la sucursal o en su hogar si realiza el pedido antes de las 3 pm en un día hábil.",0
¿Qué significa la extensión png?,"El convertidor de PDF a imagen convierte sus documentos PDF en imágenes. El convertidor de PDF a imagen también convierte todos los PDF en una sola imagen después de fusionar los documentos PDF. Puede obtener la salida de su imagen con la altura, el ancho y la resolución mencionados. Convierta PDF en la extensión deseada de imágenes como Tiff, Tif, Jpeg, Jpg, gif, Png, Bmp.DF to Picture Converter convierte sus documentos PDF en imágenes. El convertidor de PDF a imagen también convierte todos los PDF en una sola imagen después de fusionar los documentos PDF. Puede obtener la salida de su imagen con la altura, el ancho y la resolución mencionados.",0
¿Qué es el páncreas divisum?,"Regulación de la secreción pancreática. Tres estímulos básicos controlan la secreción pancreática. Acetilcolina de los nervios parasimpáticos del vago y los nervios colinérgicos del sistema nervioso entérico. Colecistoquinina secretada en el duodeno y el intestino delgado superior; Secretina, también secretada en el duodeno y el yeyuno superior.",0
Rod Stewart alguna vez cantó Me engañé y me enamoré,Video oficial en vivo de Rod Stewart para 'Fooled Around And Fell In Love'. Haga clic para escuchar a Rod Stewart en Spotify: http:smarturl.itRSSpot?IQid=RSFA.,1
¿Qué causa un apéndice roto?,"La apendicitis aguda es la principal causa de dolor agudo en el apéndice. Puede producirse una rotura del apéndice si se retrasa el tratamiento. También es posible la apendicitis crónica. Síntomas y signos de apendicitis aguda. Los siguientes síntomas suelen estar presentes en la apendicitis aguda: Dolor repentino alrededor del ombligo que se desplaza hacia la parte inferior derecha del abdomen en las próximas horas. El punto doloroso es sensible al tacto y la pared abdominal por encima del apéndice está rígida. La presión ejercida (con la mano) en el lado izquierdo del abdomen y liberada rápidamente provoca dolor por encima del apéndice (sensibilidad de rebote, signo de Rovsing).",0
números a letras en el alfabeto,". Letras binarias: Ok, ahora que sabes leer y escribir números binarios, te voy a mostrar cómo hacer lo mismo, pero con letras. En realidad, hay más de una forma de hacer esto; Te mostraré cómo hacer esto de 2 maneras.",0
qué alimentos tienen gelatina,"Las gomitas o caramelos de gelatina son un tipo amplio y general de caramelos masticables a base de gelatina. (la mayoría, pero no todos). La gelatina es una sustancia translúcida, incolora, inodoro y casi insípida que se produce mediante la ebullición prolongada de la piel, los cartílagos y los huesos de los animales.",0
¿Qué hicieron los textiles en la revolución industrial?,"La industria textil creció significativamente durante la Revolución Industrial. La demanda de tela creció, por lo que los comerciantes tuvieron que competir con otros por los suministros para fabricarla.",1
serie mundial nick swisher,Una mirada a los cuatro jugadores que han conectado tres jonrones en un solo juego de la Serie Mundial.,0
cual es la diferencia entre pelaje y cabello,"Larva de la polilla de la ropa y tubo de seda. Las polillas de la ropa son bien conocidas como plagas de las lanas almacenadas, pero comen una amplia gama de otras fibras, como el pelo, la piel, la seda, el fieltro y las plumas. Las infestaciones graves de polillas de la ropa pueden desarrollarse sin ser detectadas en un hogar, causando daños importantes a la ropa, la ropa de cama, los revestimientos del suelo y otros artículos.",0
¿Cómo se llama el virus de la varicela?,"Después de que se recupera de la varicela, el virus duerme (permanece inactivo) en sus raíces nerviosas. En algunas personas, permanece inactivo para siempre. En otros, el virus se despierta cuando una enfermedad, el estrés o el envejecimiento debilitan el sistema inmunológico. Algunos medicamentos pueden hacer que el virus se despierte y cause un sarpullido por herpes zóster.",0
¿Dónde se encuentra el árbol de Hyperion?,"En el caso que aquí se presenta, la raíz del árbol universal se encuentra en la rama que conduce a C P. Forterre: Los organismos más primitivos de la Tierra 173 durante un fuerte sesgo en la posición de la raíz. En consecuencia, solo se puede concluir con seguridad que la posición de la raíz del árbol universal se desconoce actualmente.",0
cuántos votos se requieren para vetar al presidente,"Estas son algunas de las palabras y frases básicas que encontraremos cuando hablemos de cómo se hacen las leyes, especialmente las leyes federales: Ley: Legislación que ha sido aprobada por ambas cámaras del Congreso y ha sido bien aprobado por el presidente, o ha pasado por el Congreso sobre su veto, convirtiéndose así en ley.",0
definición de agencia gobierno,Definición. El gobierno parlamentario es una forma democrática de gobierno en la que el partido político que gana más escaños en la legislatura o el parlamento durante las elecciones federales forma el gobierno.,0
definición de estudios previos a la ley,"Los estudios publicados también muestran que la fórmula isotónica de PreSeed es menos irritante para los tejidos sensibles de la intimidad que otros lubricantes líderes. PreSeed también proporciona una sensación de lubricación natural para usar en cualquier momento.Con el lubricante personal PreSeedAmigable para la fertilidad, puede estar seguro de que está usando el lubricante correcto cuando intenta tener un bebé.PreSeed es un lubricante de alta calidad que imita los fluidos cervicales fértiles para ayudar a los espermatozoides en su viaje.A diferencia de otros lubricantes, PreSeed es un lubricante sin glicerina para que los espermatozoides puedan nadar libremente.Los estudios publicados también muestran que la fórmula isotónica de PreSeed es menos irritante para los tejidos sensibles de la intimidad que otros lubricantes líderes. PreSeed también proporciona una sensación de lubricación natural para usar en cualquier momento.",0
es la oficina de correos propiedad del gobierno,"Recuerde también que le pagó al vendedor los gastos de envío para enviarle el artículo. Si el vendedor realmente reutilizó los sellos (sí, no está permitido), entonces también te estafaron a ti junto con la oficina de correos. Estoy de acuerdo, que los sellos reutilizados deberían haber sido capturados por la oficina de correos, pero, de nuevo, ningún sistema es perfecto.",0
¿De dónde viene el término emo?,"En una secuencia geométrica, cada término se encuentra multiplicando el término anterior por una razón común excepto el primer término y la regla general es ar (n1) mientras que a es el primer ter m , r es la razón común y (n1) es el número de término menos 1.",0
¿Qué tan bajo debe hacer un ciclo profundo de la batería antes de cargarla?,"Tengo un iPhone 3G, 1 Cuando enchufo el cargador, la gran batería roja de la pantalla bloqueada está roja, baja y no parece cargarse. 2 Cuando lo desenchufo, el símbolo de la batería en la parte superior derecha es bajo y rojo, pero el teléfono parece estar cargado. 3 El teléfono se sincroniza bien con mi computadora cuando está conectado.",0
clan farquharson,'National Lampoon's Vacation' protagonizada por Chevy Chase como el patriarca bien intencionado y distante de la familia Griswold que lleva a su clan en el viaje por carretera desde el infierno.,0
¿Cómo es el deporte un microcosmos de la sociedad?,"Portería (deporte) En los deportes, una portería es una estructura física o un área donde un equipo atacante debe enviar la pelota o el disco para sumar puntos. En varios deportes, un gol es el único método de anotación y, por lo tanto, la puntuación final se expresa en el número total de goles marcados por cada equipo. Estos incluyen deportes como el fútbol o el hockey sobre hielo. En otros deportes, un gol puede ser uno de varios métodos de puntuación y, por lo tanto, puede valer un número de puntos diferente al de los demás. Estos incluyen deportes como el baloncesto.",0
definición de biología de observación directa,"Definición de arte. 1: habilidad adquirida por experiencia, estudio u observación, el arte de hacer amigos. 2a: una rama del saber: (1): una de las humanidades (2) artes en plural: artes liberalesb arcaico: aprendizaje, beca.",0
